"p_val" "avg_logFC" "pct.1" "pct.2" "p_val_adj" "cluster" "gene"
"TMEM88" 2.01058589711491e-38 0.5484052872475 0.226 0.018 3.92084355796378e-34 "2" "TMEM88"
"SEMA6A" 2.09702356784982e-38 0.72328816578147 0.324 0.05 4.08940565966394e-34 "2" "SEMA6A"
"SOCS2" 8.06717679418215e-38 0.672243557860549 0.299 0.041 1.57318014663346e-33 "2" "SOCS2"
"SNX3" 8.08475299678972e-38 0.874897487999327 0.642 0.246 1.57660768190396e-33 "2" "SNX3"
"LY6E1" 8.85834912135851e-38 0.716081820486982 0.846 0.403 1.72746666215612e-33 "2" "LY6E"
"TPM3.RS7" 1.66207447712684e-37 0.802527088049376 0.796 0.379 3.24121143784505e-33 "2" "TPM3.RS7"
"GIMAP5" 1.67189406184991e-37 0.514952426712977 0.189 0.01 3.26036061001352e-33 "2" "GIMAP5"
"GM15427" 2.29906255735579e-37 0.854574628587009 0.77 0.326 4.48340189309953e-33 "2" "GM15427"
"GM8292" 2.31431302919329e-37 0.939823301974281 0.459 0.131 4.51314183822983e-33 "2" "GM8292"
"LAMC1" 2.55160178335605e-37 0.868045398366599 0.324 0.054 4.97587863772262e-33 "2" "LAMC1"
"GM4332" 2.61439371238611e-37 0.84203529747816 0.664 0.239 5.09832917852416e-33 "2" "GM4332"
"GM6733" 2.83021931515739e-37 0.871253872654776 0.412 0.091 5.51921068648843e-33 "2" "GM6733"
"BOK" 3.45279925595961e-37 0.604675892628006 0.233 0.021 6.73330382904683e-33 "2" "BOK"
"ACTN4" 4.01714455386099e-37 0.907458097658104 0.513 0.15 7.83383359448432e-33 "2" "ACTN4"
"RPL3.PS1" 5.72335772577878e-37 0.900142103064967 0.726 0.302 1.11611199010412e-32 "2" "RPL3.PS1"
"THSD1" 8.73065766899982e-37 0.533628088010555 0.198 0.012 1.70256555203166e-32 "2" "THSD1"
"GM9800" 9.03907603677793e-37 0.904055156587865 0.597 0.199 1.76271021793206e-32 "2" "GM9800"
"SERBP1" 9.14510197454763e-37 0.681739965071929 0.94 0.632 1.78338633605653e-32 "2" "SERBP1"
"GM11560" 1.79020080334719e-36 0.896683272174453 0.626 0.217 3.49107058660736e-32 "2" "GM11560"
"CTNNA1" 1.79514453179115e-36 0.786161982042922 0.613 0.209 3.50071135144593e-32 "2" "CTNNA1"
"SLC2A1" 1.84498459152109e-36 0.914306446387917 0.44 0.11 3.59790445192527e-32 "2" "SLC2A1"
"MYO10" 1.9438692423225e-36 0.614151709391121 0.613 0.222 3.79073940945311e-32 "2" "MYO10"
"PDE8A" 2.24835881219556e-36 0.628095812370568 0.261 0.03 4.38452451966256e-32 "2" "PDE8A"
"HBEGF" 3.00650293266068e-36 0.825083985403485 0.412 0.094 5.86298136898159e-32 "2" "HBEGF"
"ITGA1" 3.48165015263549e-36 0.594178341222944 0.365 0.077 6.78956596265447e-32 "2" "ITGA1"
"GM6863" 3.56356166891982e-36 0.894800127253402 0.616 0.221 6.94930161056055e-32 "2" "GM6863"
"CRIP2" 4.23716951811075e-36 0.851073515536709 0.447 0.109 8.26290427726777e-32 "2" "CRIP2"
"RPS14" 5.00880448309169e-36 0.708524156249277 0.912 0.542 9.7676696224771e-32 "2" "RPS14"
"GM424181" 7.15904493481163e-36 0.791959629956389 0.761 0.316 1.39608535273762e-31 "2" "GM42418"
"TNFAIP1" 7.16976111822729e-36 0.72808555542582 0.406 0.089 1.3981751156655e-31 "2" "TNFAIP1"
"BAG2" 7.9687715656936e-36 0.534109098190311 0.192 0.012 1.55399014302591e-31 "2" "BAG2"
"PFN1" 9.12009728067055e-36 0.812771362167411 0.752 0.343 1.77851017070356e-31 "2" "PFN1"
"GM5805" 1.09036193939803e-35 0.92593433443707 0.698 0.289 2.12631481802009e-31 "2" "GM5805"
"GM13835" 1.10002194674348e-35 0.850088708253801 0.494 0.135 2.14515279834445e-31 "2" "GM13835"
"GM3531" 1.19247734655995e-35 0.843431521189202 0.506 0.144 2.32545007352656e-31 "2" "GM3531"
"TSPAN18" 6.40052012478888e-35 0.546398839908722 0.23 0.022 1.24816542953508e-30 "2" "TSPAN18"
"UNC45B" 7.2698828585594e-35 0.547415094628359 0.182 0.011 1.41769985624767e-30 "2" "UNC45B"
"MECOM" 9.737931544565e-35 0.512703696761857 0.217 0.02 1.89899403050562e-30 "2" "MECOM"
"RPS26" 1.31340102259554e-34 0.803199436349124 0.877 0.49 2.56126333416357e-30 "2" "RPS26"
"GIMAP1" 2.34075620449402e-34 0.592378187107869 0.233 0.024 4.56470867438379e-30 "2" "GIMAP1"
"LGALS91" 3.86821740591519e-34 0.892112435640582 0.557 0.181 7.54341076327522e-30 "2" "LGALS9"
"IL2RG" 9.54146309084294e-34 0.798196822239094 0.314 0.053 1.86068071734528e-29 "2" "IL2RG"
"MED10" 9.74896867603005e-34 0.728041812863761 0.371 0.078 1.90114638151262e-29 "2" "MED10"
"MINOS1" 9.78388470216563e-34 0.736372138504649 0.758 0.334 1.90795535576932e-29 "2" "MINOS1"
"NREP" 1.18147705210191e-33 0.691279673352449 0.374 0.08 2.30399839930393e-29 "2" "NREP"
"SLC31A1" 1.20096677904716e-33 0.802014461306232 0.494 0.151 2.34200531581987e-29 "2" "SLC31A1"
"FERMT2" 2.15535837333102e-33 0.61938924896273 0.664 0.27 4.20316436383282e-29 "2" "FERMT2"
"GM6639" 3.58217555596613e-33 0.521394250777748 0.186 0.012 6.98560055168955e-29 "2" "GM6639"
"ANXA3" 3.9009528043012e-33 0.811554501435988 0.579 0.195 7.60724806366777e-29 "2" "ANXA3"
"DLL4" 4.2419689716461e-33 0.453800056605833 0.157 0.007 8.27226369160707e-29 "2" "DLL4"
"CNN2" 4.41162388032921e-33 0.805175388396856 0.368 0.077 8.60310772903e-29 "2" "CNN2"
"PLS3" 4.59531561967418e-33 0.810778512499066 0.374 0.081 8.96132498992661e-29 "2" "PLS3"
"TCF7" 4.80136153547069e-33 0.558025360716857 0.17 0.01 9.36313513032139e-29 "2" "TCF7"
"HES1" 6.83415343397645e-33 0.760141357400235 0.506 0.162 1.33272826115975e-28 "2" "HES1"
"FAM43A" 1.16367610530316e-32 0.545019967958219 0.179 0.011 2.2692847729517e-28 "2" "FAM43A"
"ADCY4" 1.29424841960112e-32 0.515666569133627 0.204 0.018 2.52391384306414e-28 "2" "ADCY4"
"TSPAN6" 1.96050163421302e-32 0.808571335864983 0.336 0.069 3.8231742368788e-28 "2" "TSPAN6"
"DLC1" 2.76788523676795e-32 0.67571323559157 0.305 0.052 5.39765300022118e-28 "2" "DLC1"
"PTGIS" 3.38859854104975e-32 0.51431305757762 0.182 0.012 6.60810601490112e-28 "2" "PTGIS"
"ADIPOR1" 3.69989008049303e-32 0.722843259570782 0.531 0.169 7.21515564596947e-28 "2" "ADIPOR1"
"PRKD2" 3.99869379618984e-32 0.540425610144714 0.223 0.023 7.79785277194981e-28 "2" "PRKD2"
"CYYR1" 6.50431882301299e-32 0.551678465949459 0.223 0.025 1.26840721367576e-27 "2" "CYYR1"
"CXX1B" 1.28590853102336e-31 0.62639141916249 0.289 0.048 2.50765022634866e-27 "2" "CXX1B"
"RPL8" 1.39908344026864e-31 0.733155408280949 0.843 0.455 2.72835261686788e-27 "2" "RPL8"
"MAOA" 1.58235130856941e-31 0.575090308971132 0.384 0.091 3.08574328684121e-27 "2" "MAOA"
"CACNA1E" 1.59142014187606e-31 0.580243565165147 0.179 0.013 3.1034284186725e-27 "2" "CACNA1E"
"ARHGEF15" 1.84919696868796e-31 0.498942075359406 0.173 0.012 3.60611900863839e-27 "2" "ARHGEF15"
"CCSER2" 2.0307078196822e-31 0.745507749613831 0.421 0.109 3.96008331916225e-27 "2" "CCSER2"
"ST3GAL61" 2.54606678656693e-31 0.632034688853109 0.513 0.165 4.96508484048417e-27 "2" "ST3GAL6"
"FOXC1" 3.5766947697958e-31 0.668482347015294 0.286 0.046 6.97491247057879e-27 "2" "FOXC1"
"SWAP70" 6.03219857473775e-31 0.649818822924447 0.481 0.147 1.17633904405961e-26 "2" "SWAP70"
"GM12696" 6.71206967311402e-31 0.849980947555766 0.484 0.152 1.30892070695397e-26 "2" "GM12696"
"ADAMTS9" 1.10409968144788e-30 0.496724539579616 0.204 0.02 2.15310478879152e-26 "2" "ADAMTS9"
"UTRN" 1.31334354437575e-30 0.617874483618957 0.456 0.134 2.56115124588715e-26 "2" "UTRN"
"RPLP0" 1.6506113919636e-30 0.824036704383107 0.695 0.339 3.21885727546821e-26 "2" "RPLP0"
"SRPR" 1.88057696835054e-30 0.70480496664795 0.575 0.209 3.66731314598039e-26 "2" "SRPR"
"MFNG" 1.95470694885241e-30 0.75357239618774 0.242 0.035 3.81187402095708e-26 "2" "MFNG"
"DUSP3" 2.15800144292102e-30 0.746403853389448 0.45 0.134 4.20831861384028e-26 "2" "DUSP3"
"RPS3" 4.53169623538884e-30 0.725845544917028 0.874 0.517 8.83726082863178e-26 "2" "RPS3"
"IPO11" 5.14936249406902e-30 0.681180533205907 0.308 0.057 1.0041771799684e-25 "2" "IPO11"
"RRAS" 5.41012196538904e-30 0.652408055348864 0.277 0.045 1.05502788447052e-25 "2" "RRAS"
"ID1" 7.49385348624821e-30 0.76237493229428 0.333 0.072 1.46137636835326e-25 "2" "ID1"
"BANF1" 7.5439590851374e-30 0.829889540424404 0.569 0.213 1.47114746119264e-25 "2" "BANF1"
"GM12254" 7.74163714914617e-30 0.762136294456254 0.569 0.193 1.50969666045499e-25 "2" "GM12254"
"FOXF2" 1.2062168183628e-29 0.544115361031419 0.195 0.018 2.3522434174893e-25 "2" "FOXF2"
"AGRN" 1.25565047223813e-29 0.70141676089283 0.33 0.069 2.44864398591158e-25 "2" "AGRN"
"CTNNBIP1" 1.27324886417576e-29 0.698644985801902 0.421 0.116 2.48296261002916e-25 "2" "CTNNBIP1"
"RPS11" 1.3095677851649e-29 0.716521015280966 0.796 0.409 2.55378813785006e-25 "2" "RPS11"
"KLHL4" 1.31190461672716e-29 0.446717148602247 0.157 0.009 2.55834519307964e-25 "2" "KLHL4"
"BNIP2" 1.40147722242462e-29 0.765061879062283 0.623 0.25 2.73302073145024e-25 "2" "BNIP2"
"RPL37RT" 1.50196879782246e-29 0.750350768530449 0.745 0.331 2.92898935263359e-25 "2" "RPL37RT"
"ACVRL1" 1.65984382075457e-29 0.569274338471224 0.292 0.053 3.23686143485348e-25 "2" "ACVRL1"
"REEP1" 1.7816495326703e-29 0.553962082531096 0.192 0.018 3.47439475366036e-25 "2" "REEP1"
"CCDC125" 2.07503728224374e-29 0.401288887732981 0.151 0.008 4.04653020410352e-25 "2" "CCDC125"
"NOS2" 2.84338091862431e-29 0.389231623331858 0.113 0.002 5.54487712940926e-25 "2" "NOS2"
"RAB11A" 2.96925988015637e-29 0.771963167415038 0.547 0.196 5.79035369229293e-25 "2" "RAB11A"
"NID2" 3.40572182752911e-29 0.665732810889901 0.214 0.025 6.64149813586452e-25 "2" "NID2"
"MEGF6" 3.83679085345735e-29 0.434042854359101 0.113 0.002 7.48212584332717e-25 "2" "MEGF6"
"SEC61B" 4.32694807080683e-29 0.793416648253079 0.597 0.229 8.43798143288039e-25 "2" "SEC61B"
"NMI" 5.44037662114809e-29 0.55899608602453 0.371 0.09 1.06092784489009e-24 "2" "NMI"
"GM4149" 6.09787997029655e-29 0.648992724473203 0.701 0.292 1.18914757300753e-24 "2" "GM4149"
"ATP5J" 7.50812076906659e-29 0.712734797649637 0.767 0.381 1.46415863117567e-24 "2" "ATP5J"
"CCND1" 7.8095099387192e-29 0.644611525373628 0.638 0.258 1.52293253314963e-24 "2" "CCND1"
"SCARF1" 1.00909900739109e-28 0.516126408083458 0.151 0.008 1.96784397431336e-24 "2" "SCARF1"
"LALBA" 1.07980417817258e-28 0.585915512385027 0.116 0.002 2.10572612785435e-24 "2" "LALBA"
"TES" 1.1548882875255e-28 0.557130903187891 0.324 0.066 2.25214764950347e-24 "2" "TES"
"RPL9.PS7" 2.24538816924894e-28 0.775145301891901 0.45 0.13 4.37873146885235e-24 "2" "RPL9.PS7"
"RPS6.PS4" 2.43293942609395e-28 0.76147501262535 0.503 0.162 4.7444751748258e-24 "2" "RPS6.PS4"
"CXX1A" 2.4555510640856e-28 0.572439298937249 0.236 0.033 4.78857013007333e-24 "2" "CXX1A"
"CAST" 2.57820375828532e-28 0.702636233359982 0.362 0.085 5.02775514903221e-24 "2" "CAST"
"SHE" 2.62297855959998e-28 0.488791934998706 0.189 0.018 5.11507048907593e-24 "2" "SHE"
"COX6A1" 6.1021927389981e-28 0.703577229252687 0.805 0.443 1.18998860603202e-23 "2" "COX6A1"
"ZFP985" 6.37714947984786e-28 0.422058864584112 0.119 0.003 1.24360792006513e-23 "2" "ZFP985"
"GM42892" 6.91290208726819e-28 0.393184786271231 0.129 0.005 1.34808503603817e-23 "2" "GM42892"
"ATP5H" 7.24085984225928e-28 0.66801050685765 0.695 0.308 1.41204007783898e-23 "2" "ATP5H"
"RPL36A.PS2" 1.87780375392648e-27 0.801709235405674 0.635 0.257 3.66190510053204e-23 "2" "RPL36A.PS2"
"TJP1" 1.88414317106271e-27 0.512445486255347 0.469 0.149 3.67426759788939e-23 "2" "TJP1"
"ANP32.PS" 1.95949782408588e-27 0.784246806530985 0.377 0.103 3.82121670674987e-23 "2" "ANP32.PS"
"HTRA3" 1.9852058348697e-27 0.603813256783717 0.223 0.03 3.87134989857939e-23 "2" "HTRA3"
"NOTCH4" 2.28401171732975e-27 0.536894825266133 0.173 0.015 4.45405124996474e-23 "2" "NOTCH4"
"FLT4" 2.68890410829036e-27 0.423500401350725 0.132 0.005 5.24363190157703e-23 "2" "FLT4"
"GM12854" 2.69661385642282e-27 0.630930095644317 0.264 0.044 5.25866668141014e-23 "2" "GM12854"
"TM4SF1" 3.15803821330166e-27 0.635164180904434 0.412 0.114 6.15849031975956e-23 "2" "TM4SF1"
"GM10260" 3.20861144742907e-27 0.783993274979062 0.629 0.284 6.25711318363143e-23 "2" "GM10260"
"HSPG2" 3.31140851530605e-27 0.548555241876736 0.157 0.011 6.45757774569833e-23 "2" "HSPG2"
"MAP7" 3.70104275185395e-27 0.531454381319523 0.217 0.03 7.21740347039039e-23 "2" "MAP7"
"HMGN5" 4.00816847680038e-27 0.742117815496684 0.437 0.128 7.81632934660842e-23 "2" "HMGN5"
"CD2AP1" 4.98506286090418e-27 0.507764878485976 0.708 0.323 9.72137108504925e-23 "2" "CD2AP"
"CDKN2B" 4.98717911750745e-27 0.674021459340916 0.214 0.029 9.72549799705127e-23 "2" "CDKN2B"
"GM14253" 5.36744838206254e-27 0.700769729554089 0.349 0.081 1.04670610898602e-22 "2" "GM14253"
"ZFP366" 5.96414428576847e-27 0.404498273109875 0.132 0.006 1.16306777716771e-22 "2" "ZFP366"
"PARVB" 7.54819530996018e-27 0.594473785973751 0.23 0.033 1.47197356739533e-22 "2" "PARVB"
"GM5835" 9.3380599482804e-27 0.775565414500165 0.585 0.221 1.82101507051416e-22 "2" "GM5835"
"DACH1" 1.07985274825794e-26 0.48606770698497 0.176 0.016 2.10582084437782e-22 "2" "DACH1"
"ESYT2" 1.18312129306128e-26 0.761558765308958 0.412 0.117 2.3072048335988e-22 "2" "ESYT2"
"AGFG1" 1.89720634223971e-26 0.682403542931268 0.365 0.095 3.69974208800165e-22 "2" "AGFG1"
"SLC16A9" 1.97355756502262e-26 0.667950135605089 0.176 0.018 3.84863460755062e-22 "2" "SLC16A9"
"NOS3" 2.04349492260251e-26 0.538117933852838 0.17 0.015 3.98501944856716e-22 "2" "NOS3"
"IGSF5" 3.2058304837243e-26 0.47919067133067 0.126 0.005 6.25169002631077e-22 "2" "IGSF5"
"RPL9.PS6" 3.7422675068779e-26 0.772834115797422 0.557 0.204 7.2977958651626e-22 "2" "RPL9.PS6"
"EXOC3L4" 8.39740618305968e-26 0.373613797909083 0.176 0.017 1.63757817975847e-21 "2" "EXOC3L4"
"PLXNA2" 8.67178351529252e-26 0.466665302026324 0.214 0.03 1.69108450331719e-21 "2" "PLXNA2"
"SEMA7A" 1.19611241473087e-25 0.587971714040439 0.195 0.023 2.33253881996667e-21 "2" "SEMA7A"
"GM11361" 1.22465760442064e-25 0.677615555127539 0.418 0.118 2.38820479438068e-21 "2" "GM11361"
"CASP6" 1.70379872518522e-25 0.596636974313826 0.204 0.026 3.3225778939837e-21 "2" "CASP6"
"IGF1R" 1.79058782547694e-25 0.819213133171732 0.349 0.088 3.49182531846258e-21 "2" "IGF1R"
"TRIM16" 1.91121095262325e-25 0.421163865139438 0.123 0.005 3.7270524787106e-21 "2" "TRIM16"
"UBB" 2.15498348717229e-25 0.536481025350907 0.884 0.528 4.20243329833468e-21 "2" "UBB"
"WBP5" 2.31319392019169e-25 0.715423576846895 0.601 0.24 4.51095946376582e-21 "2" "WBP5"
"PPP1R2" 3.33286066232085e-25 0.595880801497145 0.374 0.101 6.4994115775919e-21 "2" "PPP1R2"
"CD40" 3.91929977375857e-25 0.384573864655216 0.145 0.01 7.6430264888066e-21 "2" "CD40"
"DYNLT1.PS1" 4.46116120815474e-25 0.684523715398147 0.381 0.103 8.69971047202256e-21 "2" "DYNLT1.PS1"
"PGM5" 5.33277757017866e-25 0.331488614255494 0.132 0.007 1.03994495396054e-20 "2" "PGM5"
"RPS24.PS3" 6.54221610731756e-25 0.709831615250004 0.67 0.284 1.275797563088e-20 "2" "RPS24.PS3"
"EIF2S2" 7.04471584800577e-25 0.634019156588946 0.692 0.322 1.37379003751961e-20 "2" "EIF2S2"
"PLK2" 7.7157596333728e-25 0.503320631914066 0.226 0.035 1.50465028610403e-20 "2" "PLK2"
"GM15542" 8.67415121004554e-25 0.596279952988309 0.264 0.049 1.69154622747098e-20 "2" "GM15542"
"RGS12" 9.80563904172696e-25 0.752766204949577 0.305 0.069 1.91219766952717e-20 "2" "RGS12"
"SORBS2" 1.09816896064154e-24 0.544525196971717 0.321 0.076 2.14153929014708e-20 "2" "SORBS2"
"TMOD3" 1.24399901984293e-24 0.67214777275161 0.456 0.152 2.42592248859569e-20 "2" "TMOD3"
"WDR89" 1.40679477013601e-24 0.674826306750059 0.783 0.391 2.74339048124224e-20 "2" "WDR89"
"LXN" 1.61455595710624e-24 0.456588938886161 0.358 0.096 3.14854557195287e-20 "2" "LXN"
"NDUFA4" 1.81292225988379e-24 0.625338956984553 0.701 0.339 3.53537969899938e-20 "2" "NDUFA4"
"TNFAIP8L1" 2.52326749695131e-24 0.437400766430592 0.119 0.005 4.92062394580475e-20 "2" "TNFAIP8L1"
"MMRN2" 2.58093628844705e-24 0.474209615147451 0.154 0.013 5.03308385610059e-20 "2" "MMRN2"
"SIGIRR" 3.44505169259648e-24 0.344989570489648 0.129 0.007 6.71819530573239e-20 "2" "SIGIRR"
"PCDH12" 3.56590622627885e-24 0.321774810748724 0.104 0.003 6.95387373186638e-20 "2" "PCDH12"
"TBRG1" 3.9550067867443e-24 0.643800790417681 0.478 0.16 7.71265873483006e-20 "2" "TBRG1"
"TXN1" 4.13014789932149e-24 0.763570978168476 0.607 0.287 8.05420141846683e-20 "2" "TXN1"
"GM4604" 4.51829242431833e-24 0.698517988744838 0.459 0.147 8.81112205666317e-20 "2" "GM4604"
"GM6245" 5.30983015329634e-24 0.524747070035829 0.198 0.027 1.03546997819432e-19 "2" "GM6245"
"OAZ1.PS" 5.35126095730834e-24 0.684097172406133 0.371 0.1 1.0435493992847e-19 "2" "OAZ1.PS"
"HMGCS2" 7.26678327816791e-24 0.565615451540726 0.179 0.022 1.41709540707552e-19 "2" "HMGCS2"
"GM12481" 7.48621432429599e-24 0.785782871266109 0.399 0.118 1.45988665538096e-19 "2" "GM12481"
"GM5865" 8.18412891164568e-24 0.750031974452353 0.412 0.127 1.59598697906002e-19 "2" "GM5865"
"GM8730" 9.8739216366559e-24 0.758538040523122 0.544 0.21 1.92551345836427e-19 "2" "GM8730"
"UQCRQ" 9.91056690195967e-24 0.693581569515399 0.711 0.339 1.93265965155116e-19 "2" "UQCRQ"
"MAP4K2" 1.15078712621835e-23 0.539467104997085 0.182 0.022 2.24414997483841e-19 "2" "MAP4K2"
"EPAS1" 1.15111320006591e-23 0.642070120973065 0.346 0.091 2.24478585144854e-19 "2" "EPAS1"
"BCL6B" 1.20061876650568e-23 0.393055635330207 0.11 0.004 2.34132665656273e-19 "2" "BCL6B"
"GM10073" 1.45757104460207e-23 0.707850702562957 0.629 0.26 2.8424092940785e-19 "2" "GM10073"
"RPS27L" 1.47915455836153e-23 0.701779694041338 0.626 0.272 2.88449930426082e-19 "2" "RPS27L"
"VAMP5" 1.6766354630371e-23 0.385419518980033 0.204 0.029 3.26960681646864e-19 "2" "VAMP5"
"FAIM" 1.71115456154957e-23 0.600292428048327 0.418 0.13 3.33692251047782e-19 "2" "FAIM"
"YBX1" 1.78594367389464e-23 0.563082068931986 0.874 0.511 3.48276875846194e-19 "2" "YBX1"
"GM8399" 1.87146569445684e-23 0.628390156105554 0.324 0.078 3.64954525076028e-19 "2" "GM8399"
"GM10320" 2.21736729053963e-23 0.736356058615896 0.396 0.118 4.32408795328133e-19 "2" "GM10320"
"RPS9" 2.33959499643906e-23 0.626615684749845 0.906 0.582 4.56244420255581e-19 "2" "RPS9"
"SARAF" 2.49800918721569e-23 0.743195264555256 0.472 0.154 4.87136771598931e-19 "2" "SARAF"
"ARHGEF5" 2.67584387177008e-23 0.400298678396536 0.154 0.015 5.21816313433883e-19 "2" "ARHGEF5"
"NAP1L4" 2.67623314021181e-23 0.578565242076405 0.613 0.263 5.21892224672704e-19 "2" "NAP1L4"
"MRPL20" 3.09657053353682e-23 0.674365172633906 0.399 0.119 6.03862219745014e-19 "2" "MRPL20"
"ABHD2" 4.53587799574859e-23 0.6832417670848 0.277 0.061 8.84541567950932e-19 "2" "ABHD2"
"PIM3" 4.61700499993888e-23 0.562789949788379 0.182 0.022 9.00362145038081e-19 "2" "PIM3"
"RPL41" 4.86017726235752e-23 0.607471762263591 0.852 0.508 9.4778316793234e-19 "2" "RPL41"
"CLIC4" 5.05144617137976e-23 0.650068543654449 0.349 0.093 9.85082517880766e-19 "2" "CLIC4"
"GJC1" 6.29412383943869e-23 0.495087623079762 0.28 0.066 1.22741708992894e-18 "2" "GJC1"
"APCDD1" 6.70336468435588e-23 0.408209041992869 0.107 0.005 1.30722314709624e-18 "2" "APCDD1"
"EDN1" 6.88475650326364e-23 0.694040699610415 0.242 0.046 1.34259636570144e-18 "2" "EDN1"
"HEG1" 9.44520630626933e-23 0.531616874619642 0.239 0.043 1.84190968178558e-18 "2" "HEG1"
"MYL6" 9.59202778419946e-23 0.668316262969643 0.487 0.187 1.87054133819674e-18 "2" "MYL6"
"DNAJC10" 1.01589672988562e-22 0.614696737050715 0.494 0.175 1.98110021294994e-18 "2" "DNAJC10"
"GM14681" 1.41006374973274e-22 0.827054870051511 0.525 0.201 2.74976531835382e-18 "2" "GM14681"
"SLC38A2" 1.4163109756963e-22 0.668277434933053 0.437 0.153 2.76194803370536e-18 "2" "SLC38A2"
"RPS7" 1.43686617574262e-22 0.561407960421933 0.572 0.244 2.80203272931568e-18 "2" "RPS7"
"CFL1" 1.65095269334152e-22 0.617995086919698 0.786 0.423 3.2195228472853e-18 "2" "CFL1"
"LUZP1" 1.88234539291414e-22 0.559903734742813 0.475 0.165 3.67076175072186e-18 "2" "LUZP1"
"ACKR1" 1.88714784104447e-22 0.688497436166933 0.116 0.007 3.68012700482082e-18 "2" "ACKR1"
"DSTN" 2.29264087743559e-22 0.596614906203464 0.616 0.264 4.47087897508714e-18 "2" "DSTN"
"CYB5A" 3.08405786506603e-22 0.728974722527999 0.368 0.105 6.01422124266526e-18 "2" "CYB5A"
"MFSD7C" 4.03713765817713e-22 0.320366376284273 0.116 0.007 7.87282214721122e-18 "2" "MFSD7C"
"RPL18.PS2" 4.20714977242995e-22 0.725026400425333 0.403 0.124 8.20436277121565e-18 "2" "RPL18.PS2"
"TSPAN5" 4.47138970041194e-22 0.629823441438415 0.289 0.071 8.71965705477332e-18 "2" "TSPAN5"
"GM5697" 4.54415460592538e-22 0.37690839477224 0.145 0.013 8.86155589701508e-18 "2" "GM5697"
"TUBB6" 4.79079558910571e-22 0.569952166929566 0.239 0.044 9.34253047831504e-18 "2" "TUBB6"
"SOX17" 4.99959111052722e-22 0.489812187547217 0.201 0.034 9.74970262463914e-18 "2" "SOX17"
"TCF4" 5.3067390032217e-22 0.547101208915949 0.761 0.445 1.03486717301826e-17 "2" "TCF4"
"SELENOF" 5.97984441401388e-22 0.728315616966284 0.494 0.174 1.16612945917685e-17 "2" "SELENOF"
"H1F0" 6.60856593485563e-22 0.672815948223267 0.418 0.136 1.2887364429562e-17 "2" "H1F0"
"PHLDB2" 7.01219914510177e-22 0.544405312133847 0.308 0.076 1.3674489552863e-17 "2" "PHLDB2"
"HPRT" 7.20536522592089e-22 0.689604324964482 0.469 0.162 1.40511827270683e-17 "2" "HPRT"
"LRG1" 7.7525281017014e-22 0.458709354338661 0.107 0.006 1.51182050511279e-17 "2" "LRG1"
"SSX2IP" 8.07781508625146e-22 0.687919099059993 0.28 0.067 1.5752547199699e-17 "2" "SSX2IP"
"SH3BGRL" 8.10387304358521e-22 0.717483217989581 0.575 0.235 1.58033628222955e-17 "2" "SH3BGRL"
"GINM1" 8.41095251998711e-22 0.471089235742063 0.478 0.173 1.64021985092269e-17 "2" "GINM1"
"ANGPTL4" 8.9056834413761e-22 0.413187031923889 0.145 0.013 1.73669732790275e-17 "2" "ANGPTL4"
"RSU1" 9.26113285257173e-22 0.497366986938117 0.456 0.157 1.80601351758001e-17 "2" "RSU1"
"UQCRB" 9.69825170810503e-22 0.57394364766119 0.604 0.255 1.89125606559756e-17 "2" "UQCRB"
"HSP90AB1" 9.73376151498993e-22 0.509948793127236 0.975 0.767 1.89818083303819e-17 "2" "HSP90AB1"
"EOGT" 1.04002703579585e-21 0.488773363485488 0.239 0.047 2.02815672250548e-17 "2" "EOGT"
"CD151" 1.6299295116028e-21 0.576894549958517 0.343 0.092 3.17852554057661e-17 "2" "CD151"
"SLC35F2" 1.64782582150343e-21 0.321454871443326 0.107 0.005 3.21342513451384e-17 "2" "SLC35F2"
"BTF3" 1.74966736704237e-21 0.600703421872799 0.487 0.184 3.41202633246933e-17 "2" "BTF3"
"AMOTL1" 1.93029070160144e-21 0.542304866629456 0.33 0.088 3.76425989719296e-17 "2" "AMOTL1"
"MSN1" 2.38136107612803e-21 0.629447789409268 0.701 0.347 4.64389223455727e-17 "2" "MSN"
"SOX7" 2.40529875436053e-21 0.304533335334463 0.11 0.005 4.69057310087846e-17 "2" "SOX7"
"LAYN" 2.97118386650206e-21 0.474251639183288 0.226 0.043 5.79410565806566e-17 "2" "LAYN"
"SLC30A1" 3.27356151246887e-21 0.493250154327111 0.239 0.048 6.38377230546555e-17 "2" "SLC30A1"
"RPL32" 3.2994121193994e-21 0.625376767305652 0.871 0.515 6.43418357404076e-17 "2" "RPL32"
"FNBP1L" 3.59236469152947e-21 0.454485511724951 0.491 0.187 7.00547038495162e-17 "2" "FNBP1L"
"RPS15" 3.70682627327217e-21 0.613516529798706 0.796 0.424 7.22868191550805e-17 "2" "RPS15"
"RPL22" 3.85235965380138e-21 0.557905174384921 0.855 0.508 7.51248656087808e-17 "2" "RPL22"
